Date,Open,High,Low,Close,Adj Close,Volume
14-02-2006,208.75,208.75,201.75,202.320007,150.399399,6962064
15-02-2006,205.987503,205.987503,200.625,202.419998,150.473648,4209320
16-02-2006,203.125,204.975006,201.5,203.645004,151.384308,5284488
17-02-2006,206.25,207.050003,202.5,203.125,150.997772,2923448
20-02-2006,204.875,206.875,203.425003,206.232498,153.307831,2643608
21-02-2006,206.875,208.875,206.387497,208.25,154.807465,2301240
22-02-2006,208.75,208.75,206.412506,207.732498,154.422821,1156592
23-02-2006,207.5,211.237503,207.5,208.820007,155.231277,4141584
24-02-2006,208.782501,210,207.037506,208.757507,155.184891,1097336
27-02-2006,208.375,211.875,208.300003,211.294998,157.071136,2521112
28-02-2006,211.875,213,208.75,212.600006,158.041199,2821744
01-03-2006,212.5,218.175003,210.907501,217.524994,161.702316,4506152
02-03-2006,218.175003,219.25,215.044998,217.725006,161.851044,3277696
03-03-2006,217.75,217.75,212.169998,213.220001,158.50206,2124440
06-03-2006,214.5,219.125,213.75,218.037506,162.083252,3631584
07-03-2006,217.520004,218.75,215,215.587494,160.262039,1985168
08-03-2006,216.5,217.5,213.125,215.320007,160.063187,3813488
09-03-2006,215,216,211.25,215.607498,160.276855,4662712
10-03-2006,211.5,221.875,211.25,220.457504,163.882278,6434944
13-03-2006,221.725006,230.949997,221.725006,228.574997,169.91658,7178552
14-03-2006,228.112503,228.462494,223.887497,225.395004,167.552658,3477456
16-03-2006,227.125,229.987503,225.787506,229.425003,170.548416,4600064
17-03-2006,230,235.0625,230,232.625,172.927216,5932240
20-03-2006,234.25,239.375,233.1875,238.5,177.294617,7012872
21-03-2006,238.5,241.875,237.332504,239.399994,177.963531,5301384
22-03-2006,240,240,235.149994,236.669998,175.934143,5121168
23-03-2006,237.5,239.875,233.532501,234.274994,174.15387,2644488
24-03-2006,235.875,238.125,233.632507,236.432495,175.75769,2917384
27-03-2006,236.875,238.75,235.695007,236.369995,175.711212,2928432
28-03-2006,237.5,238.875,235.125,235.949997,175.398926,3751272
29-03-2006,234.875,237.862503,233.375,237.270004,176.380203,4284296
30-03-2006,237.862503,251.25,237.862503,246.012497,182.879166,5784168
31-03-2006,244.737503,244.737503,238.75,239.4375,177.991501,2920168
03-04-2006,240.875,244.5,240,243.845001,181.26799,3105672
04-04-2006,243.800003,245,242.507507,243.570007,181.063416,2971608
05-04-2006,243.762497,245.645004,240,241.507507,179.530228,2776928
07-04-2006,243.5,249.625,234.375,236.157501,175.553192,7385560
10-04-2006,237.5,239.994995,235,236.762497,176.00296,7034440
12-04-2006,237.274994,237.5,220.375,222.600006,165.474899,13157376
13-04-2006,225.625,228.712494,221.25,224.645004,166.995117,8601672
17-04-2006,228.125,238.875,226.907501,238.320007,177.160767,9688752
18-04-2006,247.25,261,247.25,251.1875,186.726074,14778488
19-04-2006,253.625,256.25,249.75,251.595001,187.028992,9803312
20-04-2006,252.487503,253.119995,246.875,248.737503,184.904816,6296944
21-04-2006,250,253.744995,245.625,249.882507,185.756119,4973000
24-04-2006,249.75,249.957504,245.625,247.407501,183.916183,5234808
25-04-2006,247.487503,247.487503,237.375,240.869995,179.056366,5702208
26-04-2006,241,244.5,238.75,242.794998,180.487366,7071136
27-04-2006,242.794998,250.375,241.25,243.232498,180.812653,7164848
28-04-2006,238.375,248.875,228.794998,247.257507,183.804642,5292360
02-05-2006,248,253.050003,247.5,251.645004,187.066193,6239280
03-05-2006,253,254.987503,251.882507,253.945007,188.776047,3148160
04-05-2006,253.5,257.237488,252.662506,255.462494,189.904068,3929824
05-05-2006,256.875,256.875,249.375,250.832504,186.462234,2710520
08-05-2006,252.625,261.5,251.25,252.432495,187.651657,1484712
09-05-2006,254,255.550003,250.625,253.107498,188.153381,1800392
10-05-2006,255.550003,255.875,250.287506,252.712494,187.859802,1978192
11-05-2006,253.662506,253.662506,250.675003,252.337494,187.580917,1964024
12-05-2006,251.375,253.107498,246.287506,249.520004,185.486572,2777136
15-05-2006,247.5,250.125,240,245.112503,182.210114,4034504
16-05-2006,244.994995,249.375,239.975006,246.837494,183.492447,2671568
17-05-2006,249.375,252.5,248.75,252.070007,187.382141,1343368
18-05-2006,248.75,249.987503,237.5,240.707504,178.935577,4542360
19-05-2006,243.75,244.975006,231.4375,236.544998,175.841263,4868216
22-05-2006,240,240,218,222.5625,165.447067,4699416
23-05-2006,225,234.25,212.625,228.774994,170.065216,5388136
24-05-2006,233.75,235,220,223.832504,166.391144,5705568
25-05-2006,222.5,237.300003,218.125,234.619995,174.410294,5839048
26-05-2006,236.25,237.5,230.125,233.294998,173.425278,2208184
29-05-2006,233.125,233.125,230.037506,231.320007,171.957138,2802688
30-05-2006,233.125,236.887497,229.375,232.544998,172.867798,4516056
31-05-2006,230.137497,230.137497,216.25,222.862503,165.67009,5769856
01-06-2006,228.125,228.125,211.25,213.669998,158.836609,5942760
02-06-2006,214.362503,225,211,224.25,166.701492,4213560
05-06-2006,224.25,225.550003,219.282501,220.949997,164.248306,3211680
06-06-2006,218.100006,223.475006,211.25,218.612503,162.510727,2971136
07-06-2006,225,225,211.657501,212.994995,158.334824,5410536
08-06-2006,215.625,215.625,201.399994,205.987503,153.125565,5360992
09-06-2006,209.307495,211.5,203.125,208.895004,155.287079,4061912
12-06-2006,212.375,212.375,202.625,204.845001,152.276337,3591904
13-06-2006,202.625,203.675003,195.125,196.294998,145.920517,2736984
14-06-2006,195.244995,203.119995,181.407501,185.457504,137.864166,12786016
15-06-2006,198.25,198.25,187.625,193.820007,144.080627,5967360
16-06-2006,198.25,214.375,197.550003,210.625,157.028748,8390168
19-06-2006,210,210.625,204.532501,208.544998,155.478058,4294088
20-06-2006,211,211,200,200.919998,149.793304,3687920
21-06-2006,202.5,205.875,199.375,205.162506,152.956223,5963496
22-06-2006,206.25,211.25,206.25,209.595001,156.26088,3668104
23-06-2006,206.25,212.5,203.125,211.857498,157.947571,3304720
26-06-2006,215,215,202.257507,204.1875,152.22937,6575056
27-06-2006,207.25,207.25,200,205.570007,153.26004,5002632
28-06-2006,202.5,214.070007,200.75,212.324997,158.296112,4785400
29-06-2006,213.75,215,208.75,210.100006,156.63739,6318576
30-06-2006,216.875,220.875,213.207504,217.345001,162.038773,5449760
03-07-2006,217.75,225.9375,216.550003,225.024994,167.764496,4285520
04-07-2006,226.375,228.875,225.625,226.887497,169.153015,3584768
05-07-2006,227.125,232.75,225,230.324997,171.715851,4245072
06-07-2006,228.5,229,224.020004,225.537506,168.146591,2310920
07-07-2006,227.462494,228.975006,217.5,218.337494,162.778763,2928672
10-07-2006,217.5,227.199997,217.5,224.794998,167.593002,3859312
11-07-2006,225,226.875,220.395004,221.244995,164.946365,3618984
12-07-2006,222.5,238.625,222.5,236.287506,176.161072,9521616
13-07-2006,236.5,237.345001,231.282501,233.419998,174.023254,5383576
14-07-2006,230,237,228.137497,234.287506,174.669998,4949808
17-07-2006,235.600006,239.25,231.375,232.375,173.244141,8996832
18-07-2006,232.5,243.75,226.9375,229.3125,170.961014,11043936
19-07-2006,235.25,236.875,218.195007,219.695007,163.790771,14046384
20-07-2006,221.987503,227.5,221.25,225.770004,168.319931,6312720
21-07-2006,224.75,225.600006,219.074997,220.945007,164.722687,4391664
24-07-2006,224.375,229,216.875,227.257507,169.428879,6825088
25-07-2006,230,231.875,228.132507,230.912506,172.153915,4636600
26-07-2006,232.25,236.875,229.0625,236.100006,176.021362,5908720
27-07-2006,236.875,239.994995,234.4375,237.462494,177.037125,7399848
28-07-2006,235.024994,243.737503,231,232.112503,173.322189,3019608
31-07-2006,233.75,241.25,232.5,234.037506,174.759628,1724700
01-08-2006,215.75,234.9375,215.75,233,173.984894,1762508
02-08-2006,231.25,235.625,230,235.050003,175.515686,1784732
03-08-2006,235.625,238,234.274994,236.175003,176.355682,3010272
04-08-2006,240,240.949997,235.75,237.137497,177.074478,2674200
07-08-2006,237.75,238,232.75,234.024994,174.750305,1719964
08-08-2006,235,239.5,233.75,238.699997,178.241196,1178400
09-08-2006,237.5,243.75,235.875,241.524994,180.350662,2052120
10-08-2006,240.25,243.75,240,241.4375,180.28537,2279124
11-08-2006,242.475006,243.462494,239.25,241.899994,180.630707,1893972
14-08-2006,243.4375,243.75,239.75,241.162506,180.07991,1721428
16-08-2006,244.75,246.125,242,243.050003,181.489395,3804268
17-08-2006,243.75,245.75,239.5,240.037506,179.239944,2497168
18-08-2006,241.25,243.125,240,242.425003,181.022736,1803640
21-08-2006,244,244,239.25,242.324997,180.948044,2414088
22-08-2006,243,245.75,242.5,243.850006,182.086777,2178096
23-08-2006,244,244.6875,240.024994,240.774994,179.790588,2497736
05-02-2018,262,267.899994,250.029999,254.259995,254.259995,11896100
06-02-2018,247.699997,266.700012,245,265.720001,265.720001,12595800
07-02-2018,266.579987,272.450012,264.329987,264.559998,264.559998,8981500
08-02-2018,267.079987,267.619995,250,250.100006,250.100006,9306700
09-02-2018,253.850006,255.800003,236.110001,249.470001,249.470001,16906900
12-02-2018,252.139999,259.149994,249,257.950012,257.950012,8534900
13-02-2018,257.290009,261.410004,254.699997,258.269989,258.269989,6855200
14-02-2018,260.470001,269.880005,260.329987,266,266,10972000
15-02-2018,270.029999,280.5,267.630005,280.269989,280.269989,10759700
16-02-2018,278.730011,281.959991,275.690002,278.519989,278.519989,8312400
20-02-2018,277.73999,285.809998,276.609985,278.549988,278.549988,7769000
21-02-2018,282.070007,286.640015,280.01001,281.040009,281.040009,9371100
22-02-2018,283.880005,284.5,274.450012,278.140015,278.140015,8891500
23-02-2018,281,286,277.809998,285.929993,285.929993,7301800
26-02-2018,288.75,295.649994,287.01001,294.160004,294.160004,10268600
27-02-2018,294.769989,297.359985,290.589996,290.609985,290.609985,9416500
28-02-2018,293.100006,295.75,290.779999,291.380005,291.380005,7653500
01-03-2018,292.75,295.25,283.829987,290.390015,290.390015,11932100
02-03-2018,284.649994,301.179993,283.230011,301.049988,301.049988,13345300
05-03-2018,302.850006,316.910004,297.600006,315,315,18986100
06-03-2018,319.880005,325.790009,316.5,325.220001,325.220001,18525800
07-03-2018,320,323.73999,314.549988,321.160004,321.160004,17132200
08-03-2018,322.200012,322.920013,314.130005,317,317,11340100
09-03-2018,321.329987,331.440002,320.230011,331.440002,331.440002,14500200
12-03-2018,333.559998,333.980011,318.600006,321.299988,321.299988,20369200
13-03-2018,323.869995,325.839996,313.279999,315.880005,315.880005,12917200
14-03-2018,318.160004,323.880005,317.700012,321.549988,321.549988,10475100
15-03-2018,323.170013,323.399994,318.140015,321.089996,321.089996,5642900
16-03-2018,321.420013,324.109985,318.369995,318.450012,318.450012,7333700
19-03-2018,315.799988,317,307.339996,313.480011,313.480011,9925200
20-03-2018,313.26001,319.5,312.799988,317.5,317.5,5991900
21-03-2018,316.350006,319.399994,314.51001,316.480011,316.480011,5263900
22-03-2018,313.070007,314.119995,305.660004,306.700012,306.700012,8063300
23-03-2018,307.410004,309.369995,300.359985,300.940002,300.940002,9529900
26-03-2018,309.359985,321.029999,302,320.350006,320.350006,11988300
27-03-2018,322.48999,322.899994,297,300.690002,300.690002,12068600
28-03-2018,298.390015,298.799988,281.609985,285.769989,285.769989,18972900
29-03-2018,287,295.350006,275.899994,295.350006,295.350006,19145500
02-04-2018,291.940002,292.869995,275.049988,280.290009,280.290009,13405800
03-04-2018,285.450012,291.25,278.01001,283.670013,283.670013,12694900
04-04-2018,273.630005,290.309998,271.220001,288.940002,288.940002,12914000
05-04-2018,293.149994,299.160004,289.109985,293.970001,293.970001,10655200
06-04-2018,289.100006,298.850006,285.649994,288.850006,288.850006,11444800
09-04-2018,291.769989,299.549988,289.119995,289.929993,289.929993,9853600
10-04-2018,297.679993,298.950012,291.690002,298.070007,298.070007,10660500
11-04-2018,302.880005,311.640015,301.820007,303.670013,303.670013,14877400
12-04-2018,309.720001,311.130005,306.75,309.25,309.25,10249400
13-04-2018,317.290009,317.48999,308.230011,311.649994,311.649994,12046600
16-04-2018,315.98999,316.100006,304,307.779999,307.779999,20307900
17-04-2018,329.660004,338.619995,323.769989,336.059998,336.059998,33866500
18-04-2018,336.299988,338.820007,331.100006,334.519989,334.519989,11221100
19-04-2018,332.880005,335.309998,326.769989,332.700012,332.700012,8438800
20-04-2018,332.220001,336.51001,326,327.769989,327.769989,9158700
23-04-2018,329.149994,331.220001,317.079987,318.690002,318.690002,8968000
24-04-2018,319.220001,320.25,302.309998,307.019989,307.019989,13893200
25-04-2018,306.369995,309.980011,292.619995,305.76001,305.76001,14919700
26-04-2018,310,316.630005,305.579987,313.980011,313.980011,9266700
27-04-2018,316.25,317.450012,306.5,311.76001,311.76001,7074400
30-04-2018,311.070007,317.880005,310.119995,312.459991,312.459991,6088800
01-05-2018,310.359985,313.480011,306.690002,313.299988,313.299988,6036600
02-05-2018,311.649994,317.100006,310.399994,313.359985,313.359985,5697100
03-05-2018,312.589996,312.589996,305.730011,311.690002,311.690002,6135800
04-05-2018,308.709991,320.980011,307.670013,320.089996,320.089996,8209500
07-05-2018,321.98999,329.019989,319.339996,326.26001,326.26001,7117800
08-05-2018,325.899994,327.350006,323.049988,326.890015,326.890015,4735700
09-05-2018,328.790009,331.950012,327.51001,330.299988,330.299988,5633400
10-05-2018,331.5,332.059998,327.339996,329.600006,329.600006,5302300
11-05-2018,329.649994,331.26001,324.869995,326.459991,326.459991,4589700
14-05-2018,327.25,330.5,327.040009,328.529999,328.529999,4089800
15-05-2018,325.940002,326.940002,322.429993,326.130005,326.130005,4746100
16-05-2018,326.279999,329.720001,325.140015,328.190002,328.190002,3671700
17-05-2018,327.529999,330.450012,323.170013,325.220001,325.220001,4935700
18-05-2018,324.899994,326.420013,322.799988,324.179993,324.179993,3577700
21-05-2018,327.109985,331.880005,325.450012,331.820007,331.820007,6657300
22-05-2018,334.049988,336.630005,331.149994,331.619995,331.619995,5964400
23-05-2018,329.040009,345,328.089996,344.720001,344.720001,10049100
24-05-2018,344.339996,354,341.119995,349.290009,349.290009,14758600
25-05-2018,349.899994,354.359985,348.829987,351.290009,351.290009,7817400
29-05-2018,351.5,356.100006,346.709991,349.730011,349.730011,9717900
30-05-2018,352.369995,354,349.26001,353.540009,353.540009,5685500
31-05-2018,353.799988,355.529999,350.209991,351.600006,351.600006,6921700
01-06-2018,353.880005,359.98999,352.820007,359.929993,359.929993,7112300
04-06-2018,362.679993,363,355.51001,361.809998,361.809998,7682000
05-06-2018,363.320007,369.829987,361.410004,365.799988,365.799988,8358000
06-06-2018,367.779999,369.679993,363.329987,367.450012,367.450012,7712300
07-06-2018,368.540009,368.700012,357.799988,361.399994,361.399994,8278000
08-06-2018,358.059998,362.390015,356.25,360.570007,360.570007,5225700
11-06-2018,361.880005,365.670013,360.910004,361.450012,361.450012,4432400
12-06-2018,363.600006,365.980011,362,363.829987,363.829987,4291000
13-06-2018,367.529999,384.25,364.109985,379.929993,379.929993,18222800
14-06-2018,384.269989,395.029999,383.25,392.869995,392.869995,14598300
15-06-2018,390.709991,398.859985,387.51001,391.980011,391.980011,13588100
18-06-2018,387.720001,393.160004,386.5,390.399994,390.399994,6824800
19-06-2018,389.5,405.290009,388.5,404.980011,404.980011,16697100
20-06-2018,415.149994,419.470001,409.600006,416.76001,416.76001,16494600
21-06-2018,421.380005,423.209991,406.369995,415.440002,415.440002,18389900
22-06-2018,419.980011,420.5,409.649994,411.089996,411.089996,10428600
25-06-2018,404.690002,405.98999,378.75,384.480011,384.480011,22490900
26-06-2018,393.279999,404.779999,389.049988,399.390015,399.390015,15191200
27-06-2018,407.559998,411.589996,390,390.390015,390.390015,16541400
28-06-2018,395,396.899994,387.100006,395.420013,395.420013,12219900
29-06-2018,399.190002,401.329987,390.549988,391.429993,391.429993,9252500
02-07-2018,385.450012,398.380005,380,398.179993,398.179993,8142500
03-07-2018,399.48999,399.980011,389.5,390.519989,390.519989,5280300
05-07-2018,393.799988,399.23999,390.859985,398.390015,398.390015,8448900
06-07-2018,397.450012,408.649994,395.519989,408.25,408.25,8629600
09-07-2018,415.950012,419.119995,411.100006,418.970001,418.970001,11127500
10-07-2018,417.23999,419.440002,413.079987,415.630005,415.630005,9382900
11-07-2018,411.339996,419.769989,410.600006,418.649994,418.649994,9713900
12-07-2018,415.160004,416.790009,407.799988,413.5,413.5,12743300
13-07-2018,409.190002,410,395.079987,395.799988,395.799988,15719000
16-07-2018,398.980011,403.359985,391.75,400.480011,400.480011,22960000
17-07-2018,346.950012,385,344,379.480011,379.480011,58410400
18-07-2018,381.23999,383.130005,372.359985,375.130005,375.130005,21746300
19-07-2018,371.059998,375.75,363,364.230011,364.230011,16878700
20-07-2018,364.920013,370.5,360.140015,361.049988,361.049988,15096700
23-07-2018,359.149994,363.899994,353.600006,362.660004,362.660004,11505200
24-07-2018,366.940002,367.399994,354.559998,357.320007,357.320007,12851500
25-07-2018,357.570007,363.279999,355.649994,362.869995,362.869995,8467800
26-07-2018,358.190002,365.540009,356.630005,363.089996,363.089996,6993700
27-07-2018,366.850006,367,351.649994,355.209991,355.209991,8949500
30-07-2018,351.929993,352.029999,334.019989,334.959991,334.959991,18260700
31-07-2018,331.51001,342.5,328,337.450012,337.450012,14085400
01-08-2018,335.869995,344.410004,334.019989,338.380005,338.380005,7790500
02-08-2018,337.230011,345,334.709991,344.5,344.5,7131300
03-08-2018,347.75,347.859985,338.480011,343.089996,343.089996,8848400
06-08-2018,342.869995,351.980011,341.73999,350.920013,350.920013,8198100
07-08-2018,353.230011,357.309998,349.01001,351.829987,351.829987,7970900
08-08-2018,352.209991,352.290009,346.609985,347.609985,347.609985,5394700
09-08-2018,347.959991,352.440002,345.820007,349.359985,349.359985,4820300
10-08-2018,346.910004,349.100006,344.420013,345.869995,345.869995,4328400
13-08-2018,339.890015,347.190002,339.070007,341.309998,341.309998,6888900
14-08-2018,342.089996,342.410004,336.25,337.48999,337.48999,5805200
15-08-2018,334.029999,335.5,321,326.399994,326.399994,11784500
16-08-2018,329.899994,331.170013,321.209991,322.440002,322.440002,6689700
17-08-2018,319.01001,324.369995,312.959991,316.779999,316.779999,10407900
20-08-2018,314.640015,331.600006,310.929993,327.730011,327.730011,13591100
21-08-2018,331,341.5,329.700012,338.019989,338.019989,14783200
22-08-2018,338.48999,346.209991,337.410004,344.440002,344.440002,8930700
23-08-2018,348.109985,350.079987,337.649994,339.170013,339.170013,11336400
24-08-2018,346,359.149994,344.540009,358.820007,358.820007,14729100
27-08-2018,367.149994,374.48999,360,364.579987,364.579987,17427300
28-08-2018,367.230011,369.98999,360.380005,368.48999,368.48999,9222600
29-08-2018,367.200012,369.859985,362.910004,368.040009,368.040009,8118700
30-08-2018,365,376.809998,363.540009,370.980011,370.980011,10981000
31-08-2018,370.660004,376,367.079987,367.679993,367.679993,7943400
04-09-2018,366.470001,368.880005,361.26001,363.600006,363.600006,7605200
05-09-2018,360,363.390015,335.829987,341.179993,341.179993,13092800
06-09-2018,347.440002,356,341.98999,346.459991,346.459991,13050200
07-09-2018,342.200012,355.75,341.25,348.679993,348.679993,9105800
10-09-2018,352.269989,352.5,343.079987,348.410004,348.410004,5752200
11-09-2018,344.670013,356.149994,343.899994,355.929993,355.929993,6198100
12-09-2018,359.079987,370.429993,356.23999,369.950012,369.950012,10480800
13-09-2018,371.910004,374.089996,366.839996,368.149994,368.149994,8366100
14-09-2018,368.549988,371.089996,363.459991,364.559998,364.559998,4756400
17-09-2018,364.220001,367.329987,349.570007,350.350006,350.350006,7071900
18-09-2018,353.670013,368.149994,351.559998,367.649994,367.649994,10414000
19-09-2018,373.950012,377.609985,359.170013,366.959991,366.959991,11876800
20-09-2018,370.26001,370.26001,363.170013,365.359985,365.359985,6768100
21-09-2018,366.589996,372.220001,360.73999,361.190002,361.190002,11930600
24-09-2018,359,373.640015,354.329987,369.609985,369.609985,9322500
25-09-2018,370.230011,371.339996,364.48999,369.429993,369.429993,6799800
26-09-2018,373.589996,382,370.880005,377.880005,377.880005,13799700
27-09-2018,379.869995,383.200012,376,380.709991,380.709991,7326200
28-09-2018,379.23999,380.799988,373.730011,374.130005,374.130005,7114900
01-10-2018,375.850006,386.109985,375.589996,381.429993,381.429993,8376600
02-10-2018,384.380005,386.799988,373.829987,377.140015,377.140015,8638700
03-10-2018,378.529999,380.929993,374.880005,377.049988,377.049988,5798600
04-10-2018,375.880005,375.920013,360.399994,363.649994,363.649994,9074400
05-10-2018,359.769989,363.5,343,351.350006,351.350006,13523000
08-10-2018,345.179993,352.950012,338.109985,349.100006,349.100006,12375500
09-10-2018,348.480011,358.720001,347.089996,355.709991,355.709991,8755000
10-10-2018,353.519989,355.149994,325.390015,325.890015,325.890015,17183100
11-10-2018,324.940002,334.200012,315.809998,321.100006,321.100006,16082100
12-10-2018,339.570007,341.299988,328.899994,339.559998,339.559998,14870800
15-10-2018,337.630005,339.209991,326.929993,333.130005,333.130005,11215000
16-10-2018,337.23999,347.950012,330.559998,346.399994,346.399994,20156400
17-10-2018,378.329987,380,356.5,364.700012,364.700012,32610900
18-10-2018,360.670013,362.200012,346.049988,346.709991,346.709991,18461000
19-10-2018,351,355.799988,332.200012,332.670013,332.670013,16717200
22-10-2018,333.100006,335.799988,320.339996,329.540009,329.540009,17097200
23-10-2018,318,336.579987,316.769989,333.160004,333.160004,14907300
24-10-2018,332.279999,333,300.730011,301.829987,301.829987,19039300
25-10-2018,307.119995,319.940002,305.25,312.869995,312.869995,13346900
26-10-2018,300.51001,313.98999,292.299988,299.829987,299.829987,19616000
29-10-2018,305.26001,307.890015,275.399994,284.839996,284.839996,21698800
30-10-2018,275.570007,290.519989,271.209991,285.809998,285.809998,23685700
31-10-2018,297.769989,311.5,295.049988,301.779999,301.779999,20360300
01-11-2018,304.589996,318.450012,296.670013,317.380005,317.380005,15121500
02-11-2018,318,321.880005,308.329987,309.100006,309.100006,13404600
05-11-2018,311.100006,317.529999,303.73999,315.440002,315.440002,10283000
06-11-2018,314.76001,320.220001,305.299988,310.839996,310.839996,9710400
07-11-2018,312.899994,328.559998,311,327.5,327.5,13328300
08-11-2018,328,332.049988,316.609985,317.920013,317.920013,11023900
09-11-2018,311.070007,312.980011,298.01001,303.470001,303.470001,13480800
12-11-2018,300,302.48999,290.630005,294.070007,294.070007,10924800
13-11-2018,295,303.549988,289.100006,294.399994,294.399994,12232200
14-11-2018,300.399994,301.839996,278.299988,286.730011,286.730011,16853600
15-11-2018,285.51001,292.5,282.160004,290.059998,290.059998,9967100
16-11-2018,287.140015,291.720001,281,286.209991,286.209991,9099500
19-11-2018,283.790009,285.089996,269.149994,270.600006,270.600006,12993800
20-11-2018,254.630005,276.339996,250,266.980011,266.980011,16693800
21-11-2018,274.420013,275.339996,261.51001,262.130005,262.130005,11023000
23-11-2018,260.109985,265.5,256.839996,258.820007,258.820007,5245100
26-11-2018,260.549988,266.25,253.800003,261.429993,261.429993,12498600
27-11-2018,259.23999,269.079987,256.140015,266.630005,266.630005,11149500
28-11-2018,271.980011,284,263.339996,282.649994,282.649994,14801300
29-11-2018,282.320007,290.48999,275.5,288.75,288.75,15431500
30-11-2018,288,290.809998,283.059998,286.130005,286.130005,11860100
03-12-2018,293.190002,298.720001,284.579987,290.299988,290.299988,14117400
04-12-2018,288.130005,295.73999,274.720001,275.329987,275.329987,12800600
06-12-2018,268.329987,283.220001,267.140015,282.880005,282.880005,13074300
07-12-2018,282.480011,284.209991,263.380005,265.140015,265.140015,12466700
10-12-2018,264.190002,271.179993,260.609985,269.700012,269.700012,9605600
11-12-2018,274.079987,274.5,262.76001,265.320007,265.320007,9843200
12-12-2018,267.660004,281.769989,266.480011,274.880005,274.880005,11456700
13-12-2018,277.640015,279.320007,271.850006,276.019989,276.019989,8379300
14-12-2018,271.809998,277.670013,265,266.839996,266.839996,9915300
17-12-2018,266.51001,272.980011,261.079987,262.799988,262.799988,9634700
18-12-2018,263.299988,275.75,263.290009,270.940002,270.940002,10350100
19-12-2018,269.959991,280.869995,263.769989,266.769989,266.769989,13788400
20-12-2018,264.640015,269.899994,251.880005,260.579987,260.579987,16792900
21-12-2018,263.829987,264.5,241.289993,246.389999,246.389999,21397600
24-12-2018,242,250.649994,233.679993,233.880005,233.880005,9547600
26-12-2018,233.919998,254.5,231.229996,253.669998,253.669998,14402700
27-12-2018,250.110001,255.589996,240.100006,255.570007,255.570007,12235200
28-12-2018,257.940002,261.910004,249.800003,256.079987,256.079987,10992800
31-12-2018,260.160004,270.100006,260,267.660004,267.660004,13508900
02-01-2019,259.279999,269.75,256.579987,267.660004,267.660004,11679500
03-01-2019,270.200012,275.790009,264.429993,271.200012,271.200012,14969600
04-01-2019,281.880005,297.799988,278.540009,297.570007,297.570007,19330100
07-01-2019,302.100006,316.799988,301.649994,315.339996,315.339996,18620100
08-01-2019,319.980011,320.589996,308.01001,320.269989,320.269989,15359200
09-01-2019,317.709991,323.350006,313.5,319.959991,319.959991,13343200
10-01-2019,314.570007,325.369995,312.5,324.660004,324.660004,13472500
11-01-2019,330.959991,341.089996,328.519989,337.589996,337.589996,19500400
14-01-2019,334.23999,335.480011,329.130005,332.940002,332.940002,10499600
15-01-2019,349.600006,357.220001,347,354.640015,354.640015,21181200
16-01-2019,354,358.850006,348.109985,351.390015,351.390015,15385500
17-01-2019,349.5,355.790009,346.410004,353.190002,353.190002,18871200
18-01-2019,351.970001,353,336.730011,339.100006,339.100006,26621000
22-01-2019,334.890015,336.880005,321.029999,325.160004,325.160004,17941400
23-01-2019,328.25,331.75,318.600006,321.98999,321.98999,13480100
24-01-2019,320.600006,331.799988,319,326.670013,326.670013,11131600
25-01-2019,328.720001,340,328.51001,338.049988,338.049988,11152900
28-01-2019,334.700012,336.299988,328.880005,335.660004,335.660004,8652100
29-01-2019,335.869995,338.220001,328.149994,328.899994,328.899994,7655200
30-01-2019,332.75,341.779999,330.799988,340.660004,340.660004,9234500
31-01-2019,339.679993,345.98999,338.089996,339.5,339.5,8535500
01-02-2019,337.179993,346.839996,336.5,339.850006,339.850006,9827800
04-02-2019,342.600006,352,341.299988,351.339996,351.339996,9051400
05-02-2019,353.200012,360,352.899994,355.809998,355.809998,9046600
06-02-2019,357,357.040009,347.190002,352.190002,352.190002,6717700
07-02-2019,347.899994,348.75,339.019989,344.709991,344.709991,7864500
08-02-2019,338,348,338,347.570007,347.570007,7561400
11-02-2019,350,352.869995,344.809998,345.730011,345.730011,5454900
12-02-2019,348.089996,360,346.519989,359.970001,359.970001,10429400
13-02-2019,357.299988,359.600006,350.279999,351.769989,351.769989,10559100
14-02-2019,351.75,360.450012,348.329987,359.070007,359.070007,9295300
15-02-2019,358.470001,364.399994,355.5,356.869995,356.869995,9230000
19-02-2019,355.799988,365,355.320007,361.920013,361.920013,7396600
20-02-2019,364.850006,366.709991,356.700012,359.910004,359.910004,8110700
21-02-2019,360.029999,362.850006,353.880005,356.970001,356.970001,6227900
22-02-2019,360.339996,366.130005,360.049988,363.019989,363.019989,7088200
25-02-2019,367.01001,371.48999,363.790009,363.910004,363.910004,7569300
26-02-2019,362.980011,365.700012,359.329987,364.970001,364.970001,4944600
27-02-2019,363.5,368.029999,359.799988,362.869995,362.869995,5629900
28-02-2019,362.470001,366.390015,357.709991,358.100006,358.100006,6186800
01-03-2019,362.26001,362.869995,354.690002,357.320007,357.320007,5526500
04-03-2019,359.720001,362.25,348.040009,351.040009,351.040009,7487000
05-03-2019,351.459991,356.170013,348.25,354.299988,354.299988,5937800
06-03-2019,353.600006,359.880005,351.700012,359.609985,359.609985,6211900
07-03-2019,360.160004,362.859985,350.5,352.600006,352.600006,6151300
08-03-2019,345.75,349.920013,342.470001,349.600006,349.600006,6898800
11-03-2019,352,358.980011,350.029999,358.859985,358.859985,5387300
12-03-2019,359.369995,360.130005,353.799988,356.269989,356.269989,5164600
